Year,Threat_Category,Layer,Severity,Incident_Count,Mitigation_Effectiveness,Reported_Cases
2019,Zero-Day Vulnerability,PaaS,Low,19,6.6,13
2021,DDoS Attack,SaaS,Low,37,7.2,34
2022,Data Breach,PaaS,Medium,29,8.7,12
2021,Insider Threat,IaaS,Medium,30,6.5,38
2019,Misconfiguration,SaaS,Medium,28,4.7,28
2022,API Abuse,IaaS,Low,8,6.9,7
2020,Misconfiguration,IaaS,Low,9,5.8,9
2024,Phishing,PaaS,Low,24,7.9,12
2022,Zero-Day Vulnerability,SaaS,Low,17,7.0,8
2024,Data Breach,PaaS,Medium,48,5.7,61
2022,DDoS Attack,PaaS,Low,40,6.6,26
2020,Malware Injection,PaaS,Low,33,8.9,22
2020,DDoS Attack,SaaS,Low,5,8.0,4
2023,Container Escape,IaaS,High,50,1.0,58
2021,DDoS Attack,SaaS,Medium,65,4.0,44
2022,Insider Threat,SaaS,High,52,4.9,28
2022,Insider Threat,SaaS,Medium,25,8.4,12
2019,Supply Chain Compromise,PaaS,Medium,71,5.3,33
2022,Data Breach,PaaS,Medium,45,4.8,49
2019,Supply Chain Compromise,PaaS,Medium,41,5.2,18
2020,Phishing,IaaS,Low,17,8.7,14
2022,Container Escape,IaaS,Low,52,9.0,54
2022,API Abuse,IaaS,Medium,53,7.2,61
2020,DDoS Attack,SaaS,Medium,46,5.2,42
2019,Supply Chain Compromise,IaaS,Medium,24,5.8,19
2021,Phishing,PaaS,High,44,2.7,33
2023,Insider Threat,IaaS,Medium,44,5.5,46
2022,Misconfiguration,PaaS,High,37,7.6,42
2019,DDoS Attack,IaaS,Low,57,7.6,39
2024,API Abuse,IaaS,Medium,40,8.2,16
2023,Phishing,SaaS,Low,30,6.9,21
2021,Insider Threat,PaaS,High,42,1.2,47
2019,Container Escape,SaaS,Medium,80,5.9,41
2019,Malware Injection,SaaS,Medium,24,6.2,18
2020,DDoS Attack,SaaS,Low,37,9.2,47
2021,API Abuse,IaaS,Low,10,5.3,12
2020,API Abuse,SaaS,Low,1,4.7,0
2020,Malware Injection,PaaS,High,81,4.3,67
2022,DDoS Attack,IaaS,High,33,6.4,16
2023,Insider Threat,SaaS,Medium,14,6.0,13
2024,Phishing,IaaS,Low,27,6.7,27
2020,Insider Threat,SaaS,Low,63,8.5,44
2024,Insider Threat,IaaS,Medium,44,4.9,24
2021,Data Breach,IaaS,Medium,34,5.3,39
2019,API Abuse,SaaS,Low,5,6.3,3
2021,Supply Chain Compromise,SaaS,Medium,46,5.9,57
2020,DDoS Attack,SaaS,Low,36,6.8,14
2021,Phishing,IaaS,Medium,3,4.2,3
2024,Insider Threat,IaaS,Low,36,7.0,16
2024,API Abuse,IaaS,Low,26,6.5,27
2020,Data Breach,PaaS,Medium,26,5.5,15
2020,Zero-Day Vulnerability,IaaS,Low,31,5.0,28
2019,Data Breach,PaaS,Low,26,8.1,27
2019,Insider Threat,IaaS,Low,48,7.2,46
2022,API Abuse,IaaS,High,80,3.4,35
2019,Insider Threat,IaaS,Medium,54,3.9,47
2019,Insider Threat,PaaS,High,33,1.9,14
2024,Zero-Day Vulnerability,PaaS,Low,23,7.0,24
2020,Misconfiguration,IaaS,Medium,22,4.1,10
2021,Misconfiguration,PaaS,Medium,58,3.7,62
2022,Supply Chain Compromise,PaaS,Low,27,6.2,34
2023,Phishing,IaaS,Medium,11,7.2,8
2022,Phishing,IaaS,Medium,35,5.9,35
2023,Phishing,SaaS,Low,48,9.5,47
2023,API Abuse,SaaS,High,55,7.6,46
2019,API Abuse,SaaS,Low,13,8.5,15
2023,Zero-Day Vulnerability,IaaS,Medium,34,3.6,28
2023,Data Breach,IaaS,Medium,44,5.7,30
2019,API Abuse,SaaS,Medium,46,4.3,47
2022,Supply Chain Compromise,SaaS,High,76,7.4,59
2023,Misconfiguration,IaaS,Medium,16,7.7,20
2021,Data Breach,SaaS,Low,36,6.0,28
2020,Supply Chain Compromise,IaaS,Medium,45,3.8,32
2020,Data Breach,IaaS,Low,17,7.6,19
2020,Phishing,PaaS,Low,18,7.3,11
2022,Zero-Day Vulnerability,SaaS,Low,17,8.1,11
2019,Container Escape,IaaS,Low,1,9.0,0
2019,Container Escape,IaaS,Medium,58,5.6,59
2022,Malware Injection,SaaS,High,64,4.8,78
2020,DDoS Attack,PaaS,Low,22,4.7,24
2022,Zero-Day Vulnerability,SaaS,Low,13,6.8,14
2024,Malware Injection,IaaS,Low,5,6.1,5
2023,Container Escape,IaaS,Low,51,9.5,30
2020,Data Breach,SaaS,Medium,38,6.9,49
2024,Phishing,IaaS,Low,35,5.9,17
2023,Zero-Day Vulnerability,IaaS,Low,43,10.0,49
2022,Zero-Day Vulnerability,SaaS,High,76,1.0,47
2021,Insider Threat,IaaS,Low,1,5.9,1
2022,Zero-Day Vulnerability,SaaS,Medium,59,7.9,27
2020,API Abuse,PaaS,Medium,27,7.2,33
2022,API Abuse,PaaS,Medium,43,4.4,22
2022,Misconfiguration,SaaS,High,40,4.9,17
2024,API Abuse,SaaS,Medium,53,3.8,33
2024,Data Breach,IaaS,Low,37,6.7,39
2023,Misconfiguration,PaaS,High,56,1.7,22
2023,Phishing,PaaS,Low,37,7.2,36
2023,Insider Threat,PaaS,Medium,43,6.5,37
2022,Misconfiguration,SaaS,Low,30,8.3,36
2022,Zero-Day Vulnerability,SaaS,Low,55,5.4,43
2019,API Abuse,IaaS,High,3,1.7,3
2019,Misconfiguration,SaaS,High,58,3.8,40
2021,Misconfiguration,IaaS,Low,26,9.0,26
2023,Supply Chain Compromise,IaaS,Low,59,7.6,28
2022,Malware Injection,SaaS,Low,1,7.4,0
2022,API Abuse,IaaS,Medium,46,4.4,53
2022,API Abuse,SaaS,Low,7,8.1,3
2020,Data Breach,SaaS,Medium,22,7.5,24
2021,Container Escape,PaaS,Medium,29,3.9,24
2020,DDoS Attack,PaaS,Low,34,8.0,33
2022,Supply Chain Compromise,PaaS,Low,56,6.5,42
2023,Data Breach,PaaS,Low,29,8.2,31
2019,Misconfiguration,PaaS,High,69,4.4,74
2022,Malware Injection,SaaS,Low,12,3.5,9
2019,Container Escape,SaaS,Medium,95,3.1,50
2019,Supply Chain Compromise,PaaS,Medium,73,5.2,46
2023,Insider Threat,SaaS,Medium,56,7.2,28
2020,Malware Injection,PaaS,Low,34,6.9,23
2019,DDoS Attack,PaaS,Low,21,6.1,27
2020,Container Escape,IaaS,Medium,48,4.8,49
2022,Supply Chain Compromise,SaaS,Low,25,7.0,14
2024,Container Escape,SaaS,Medium,54,4.6,41
2023,Misconfiguration,PaaS,Low,9,8.5,10
2024,Insider Threat,PaaS,High,63,4.6,28
2019,Container Escape,SaaS,Low,1,9.8,0
2022,Container Escape,IaaS,Low,56,6.8,64
2019,API Abuse,PaaS,High,48,6.5,37
2020,Misconfiguration,PaaS,Medium,27,6.2,30
2019,Misconfiguration,PaaS,Low,22,8.2,23
2019,Supply Chain Compromise,IaaS,Medium,67,4.7,58
2022,Insider Threat,PaaS,Medium,36,4.2,46
2023,Phishing,PaaS,Medium,35,7.3,24
2021,Data Breach,IaaS,Low,13,7.2,14
2023,API Abuse,IaaS,Medium,23,6.4,19
2022,Container Escape,IaaS,High,85,2.5,48
2021,Insider Threat,PaaS,Low,10,7.2,10
2021,Phishing,IaaS,Medium,6,4.3,6
2023,Malware Injection,SaaS,Low,24,7.3,12
2019,DDoS Attack,IaaS,Medium,72,7.4,52
2024,Zero-Day Vulnerability,IaaS,Medium,25,2.4,21
2024,Phishing,SaaS,Medium,49,4.3,55
2019,Malware Injection,PaaS,Low,33,6.5,31
2022,API Abuse,PaaS,Low,8,4.1,7
2023,Insider Threat,IaaS,Low,18,8.8,23
2021,Zero-Day Vulnerability,SaaS,Low,70,7.0,56
2024,Phishing,IaaS,Low,1,8.3,0
2022,Data Breach,IaaS,Medium,17,2.9,15
2020,Misconfiguration,PaaS,Medium,29,7.0,32
2024,DDoS Attack,PaaS,Medium,24,4.7,11
2019,DDoS Attack,PaaS,Low,39,8.8,25
2019,Data Breach,PaaS,High,104,3.2,133
2022,Supply Chain Compromise,IaaS,High,44,3.5,29
2024,Supply Chain Compromise,IaaS,Medium,21,8.3,24
2021,DDoS Attack,IaaS,Medium,54,5.6,58
2019,Container Escape,IaaS,Medium,60,3.5,32
2019,Misconfiguration,SaaS,Low,1,7.5,1
2021,Data Breach,SaaS,Low,42,6.3,34
2021,DDoS Attack,SaaS,High,80,3.7,102
2023,DDoS Attack,PaaS,High,71,2.8,84
2023,Phishing,IaaS,Low,1,7.3,0
2024,Data Breach,SaaS,Medium,73,3.8,37
2023,Data Breach,PaaS,Low,22,8.5,9
2020,Malware Injection,IaaS,Low,7,9.6,5
2020,Malware Injection,PaaS,High,46,1.7,47
2020,Supply Chain Compromise,PaaS,Medium,76,5.6,48
2023,Misconfiguration,IaaS,Low,8,6.9,3
2022,Data Breach,PaaS,Low,48,8.8,25
2020,Supply Chain Compromise,PaaS,Low,20,10.0,19
2021,Container Escape,PaaS,Low,19,10.0,12
2023,Phishing,SaaS,Medium,30,8.1,23
2022,Zero-Day Vulnerability,PaaS,Low,50,6.0,31
2023,Misconfiguration,PaaS,Low,6,4.6,5
2023,Misconfiguration,SaaS,High,9,5.8,7
2020,API Abuse,SaaS,Low,14,7.0,9
2019,Insider Threat,IaaS,Medium,22,6.2,27
2019,Zero-Day Vulnerability,PaaS,Medium,63,4.9,58
2019,Data Breach,SaaS,Low,13,6.5,14
2019,API Abuse,IaaS,Low,9,4.9,6
2024,Supply Chain Compromise,IaaS,Medium,68,6.2,37
2024,Supply Chain Compromise,PaaS,Medium,57,8.6,50
2024,Zero-Day Vulnerability,PaaS,Low,34,9.1,25
2020,Data Breach,SaaS,Low,48,5.9,57
2022,Malware Injection,IaaS,Medium,92,6.1,69
2022,API Abuse,PaaS,High,41,1.7,43
2022,Insider Threat,SaaS,Medium,8,4.3,3
2020,API Abuse,PaaS,Medium,30,3.5,21
2023,Insider Threat,PaaS,Medium,28,5.6,22
2024,Malware Injection,SaaS,Medium,47,7.0,57
2019,API Abuse,IaaS,Medium,41,6.4,53
2022,API Abuse,SaaS,Low,11,8.7,11
2024,Supply Chain Compromise,PaaS,Low,43,9.2,17
2019,Data Breach,PaaS,Medium,56,2.8,59
2020,Zero-Day Vulnerability,PaaS,Medium,64,6.5,65
2024,Misconfiguration,PaaS,Low,36,8.3,29
2023,Supply Chain Compromise,IaaS,Medium,61,5.7,58
2022,DDoS Attack,PaaS,Low,17,5.8,19
2019,Misconfiguration,SaaS,Medium,47,5.5,57
2021,Insider Threat,IaaS,High,46,2.5,18
2021,Misconfiguration,PaaS,Low,1,6.9,0
2020,Insider Threat,IaaS,High,94,1.7,80
2019,Supply Chain Compromise,IaaS,High,62,3.8,41
2021,Insider Threat,SaaS,Low,2,7.1,1
2021,Supply Chain Compromise,SaaS,Medium,49,6.9,54
2023,Container Escape,IaaS,Medium,31,4.9,34
2022,Malware Injection,IaaS,Low,1,9.5,0
2020,Misconfiguration,IaaS,Medium,45,3.8,36
2021,API Abuse,PaaS,Low,23,6.8,15
2019,Insider Threat,IaaS,Low,16,10.0,14
2024,Zero-Day Vulnerability,PaaS,High,60,1.0,32
2024,Container Escape,IaaS,Low,32,10.0,35
2023,API Abuse,SaaS,Low,16,7.5,14
2022,Malware Injection,IaaS,Low,12,8.8,9
2022,Phishing,PaaS,Low,9,8.1,9
2024,Supply Chain Compromise,IaaS,Low,9,7.2,4
2022,Insider Threat,SaaS,Medium,69,9.2,87
2023,Zero-Day Vulnerability,IaaS,Low,53,6.6,37
2019,Misconfiguration,PaaS,Medium,45,5.1,52
2022,DDoS Attack,SaaS,Medium,23,2.9,28
2021,Malware Injection,SaaS,Low,26,5.8,30
2021,Malware Injection,SaaS,High,62,4.0,33
2023,Supply Chain Compromise,SaaS,Low,45,6.6,30
2021,Malware Injection,PaaS,Medium,39,5.9,16
2020,Misconfiguration,SaaS,High,46,4.4,58
2022,Data Breach,IaaS,Medium,37,4.9,42
2020,Zero-Day Vulnerability,IaaS,Low,60,6.1,29
2024,Supply Chain Compromise,PaaS,Medium,32,4.3,31
2019,Insider Threat,IaaS,Low,14,5.6,8
2021,Misconfiguration,PaaS,Low,46,7.6,39
2021,Data Breach,SaaS,Medium,39,5.1,17
2024,Data Breach,SaaS,Medium,56,7.1,60
2024,Supply Chain Compromise,PaaS,Low,27,4.3,11
2021,Phishing,IaaS,Low,10,7.9,9
2022,Malware Injection,PaaS,Low,5,6.0,3
2021,Phishing,SaaS,Low,1,7.6,0
2024,Phishing,IaaS,Low,2,6.8,0
2024,Malware Injection,IaaS,Low,22,7.4,22
2019,Zero-Day Vulnerability,PaaS,Low,12,7.8,9
2023,Supply Chain Compromise,SaaS,Low,8,8.8,9
2021,Zero-Day Vulnerability,IaaS,Low,13,7.6,16
2023,Zero-Day Vulnerability,IaaS,Low,34,6.7,15
2024,Phishing,SaaS,Low,1,6.2,0
2022,API Abuse,SaaS,Low,20,9.9,17
2022,Insider Threat,IaaS,High,67,4.5,79
2019,Phishing,IaaS,Medium,56,3.1,36
2020,Insider Threat,SaaS,High,56,1.4,66
2022,DDoS Attack,PaaS,Medium,70,4.8,32
2022,Phishing,IaaS,High,68,4.7,86
2022,Phishing,IaaS,Low,1,9.6,0
2019,API Abuse,IaaS,Medium,42,5.7,52
2020,Data Breach,SaaS,Low,13,7.9,12
2019,Data Breach,PaaS,Low,37,2.5,16
2023,Insider Threat,SaaS,High,77,7.1,39
2023,Malware Injection,IaaS,Medium,79,3.3,67
2020,Misconfiguration,SaaS,High,47,1.0,45
2019,Supply Chain Compromise,IaaS,Medium,72,6.6,43
2019,Phishing,IaaS,Medium,48,8.6,30
2023,Container Escape,IaaS,Medium,14,6.1,9
2019,Malware Injection,IaaS,Medium,52,4.7,66
2021,Data Breach,IaaS,Medium,54,5.0,36
2022,Data Breach,SaaS,Medium,53,2.0,64
2019,Malware Injection,IaaS,Medium,19,6.0,22
2020,Malware Injection,IaaS,High,62,1.3,68
2022,Misconfiguration,SaaS,Low,39,7.3,44
2024,DDoS Attack,PaaS,Medium,68,4.9,43
2019,Phishing,IaaS,Low,1,8.3,1
2021,Data Breach,SaaS,High,66,6.2,30
2023,Phishing,PaaS,Low,1,7.1,0
2021,Data Breach,PaaS,High,80,5.7,42
2020,Container Escape,SaaS,Medium,23,8.7,13
2020,Insider Threat,PaaS,Medium,63,7.8,63
2022,Insider Threat,IaaS,Low,43,5.0,38
2019,DDoS Attack,IaaS,Medium,75,5.2,59
2024,Insider Threat,IaaS,Medium,58,4.5,40
2022,DDoS Attack,IaaS,High,69,5.8,83
2022,Data Breach,PaaS,Medium,55,2.1,53
2023,Data Breach,SaaS,Low,48,7.1,37
2020,Container Escape,IaaS,Low,34,6.7,29
2022,Supply Chain Compromise,SaaS,High,86,1.5,101
2022,API Abuse,PaaS,Low,23,8.7,19
2021,Malware Injection,PaaS,Low,52,7.1,21
2020,Phishing,SaaS,Low,10,6.6,11
2024,Misconfiguration,IaaS,Low,4,7.2,2
2021,Malware Injection,IaaS,High,54,5.4,51
2023,Data Breach,PaaS,Low,34,10.0,13
2024,Zero-Day Vulnerability,PaaS,Medium,50,5.7,32
2022,Misconfiguration,PaaS,Low,22,9.6,21
2024,Malware Injection,SaaS,Low,2,9.3,2
2019,DDoS Attack,SaaS,Low,25,6.0,20
2020,Supply Chain Compromise,PaaS,Medium,63,4.0,77
2019,Phishing,PaaS,Medium,57,6.5,70
2020,Malware Injection,IaaS,Low,24,5.1,22
2023,API Abuse,PaaS,Low,9,8.2,8
2022,API Abuse,IaaS,High,91,2.3,105
2021,Phishing,PaaS,Low,1,7.5,0
2022,Container Escape,SaaS,Medium,67,7.7,27
2022,Zero-Day Vulnerability,PaaS,Low,25,9.7,11
2023,Misconfiguration,PaaS,Medium,31,7.2,37
2019,API Abuse,PaaS,Low,21,9.6,11
2023,Data Breach,IaaS,Low,3,8.3,2
2021,Supply Chain Compromise,IaaS,High,104,5.2,99
2024,Phishing,SaaS,Low,26,3.6,23
2020,Container Escape,IaaS,Low,15,6.4,9
2020,API Abuse,PaaS,Medium,1,5.2,1
2021,Zero-Day Vulnerability,SaaS,Low,20,7.2,10
2022,Container Escape,SaaS,Low,15,6.5,14
2022,Insider Threat,PaaS,Medium,1,4.1,0
2022,Insider Threat,PaaS,Low,1,6.7,1
2020,DDoS Attack,PaaS,Low,46,6.4,50
2020,DDoS Attack,PaaS,Low,22,5.9,10
2019,Zero-Day Vulnerability,PaaS,High,89,1.4,62
2023,Insider Threat,PaaS,Low,36,8.5,40
2021,Zero-Day Vulnerability,PaaS,Low,28,9.9,25
2022,DDoS Attack,IaaS,High,90,3.3,71
2023,Malware Injection,PaaS,High,47,4.0,34
2023,Insider Threat,SaaS,Low,17,9.5,18
2020,Phishing,IaaS,Medium,11,5.1,6
2023,Container Escape,IaaS,Medium,37,5.2,40
2022,Misconfiguration,IaaS,Low,57,7.3,43
2021,Data Breach,IaaS,High,70,4.5,68
2023,DDoS Attack,SaaS,High,96,1.0,70
2023,Zero-Day Vulnerability,PaaS,Low,49,8.2,27
2022,Misconfiguration,SaaS,Medium,51,5.2,20
2021,Insider Threat,PaaS,Low,22,8.1,15
2021,Data Breach,SaaS,High,91,3.1,48
2022,Phishing,PaaS,Low,8,8.1,5
2024,DDoS Attack,SaaS,Low,22,5.8,13
2020,Data Breach,IaaS,Low,39,7.4,20
2019,Phishing,PaaS,Low,13,6.0,12
2020,Container Escape,PaaS,High,75,5.6,43
2019,DDoS Attack,IaaS,High,103,4.9,107
2022,Supply Chain Compromise,SaaS,High,62,3.1,70
2022,Data Breach,SaaS,High,86,3.1,45
2021,API Abuse,SaaS,Medium,34,6.1,40
2023,Data Breach,IaaS,Medium,36,4.3,40
2019,DDoS Attack,PaaS,Low,48,9.1,50
2023,Misconfiguration,IaaS,Low,44,8.9,25
2022,Data Breach,PaaS,Low,54,8.5,44
2020,Misconfiguration,PaaS,Medium,38,7.3,24
2023,Phishing,IaaS,High,52,2.1,44
2020,API Abuse,PaaS,Low,1,6.8,0
2021,Zero-Day Vulnerability,IaaS,High,68,4.8,28
2019,API Abuse,PaaS,Medium,60,6.6,66
2023,Phishing,PaaS,Medium,50,7.5,20
2019,Malware Injection,PaaS,Medium,48,8.4,50
2020,API Abuse,PaaS,High,75,3.7,75
2023,Supply Chain Compromise,PaaS,Low,53,9.7,23
2024,Phishing,IaaS,Low,1,5.3,1
2022,API Abuse,PaaS,Low,20,5.8,10
2021,API Abuse,SaaS,Low,35,5.2,31
2020,Data Breach,PaaS,Low,38,7.3,36
2022,API Abuse,PaaS,Medium,60,6.0,42
2021,API Abuse,IaaS,Low,38,6.6,45
2024,Zero-Day Vulnerability,IaaS,Medium,60,5.6,46
2022,Data Breach,IaaS,Low,24,6.3,21
2024,API Abuse,PaaS,Medium,47,8.1,30
2020,Misconfiguration,IaaS,Low,28,6.3,33
2023,Zero-Day Vulnerability,SaaS,Medium,46,7.9,25
2021,Malware Injection,IaaS,High,75,2.3,39
2023,Insider Threat,PaaS,High,68,1.6,73
2021,Misconfiguration,SaaS,Low,1,4.1,1
2019,Data Breach,SaaS,Low,4,7.8,4
2022,Supply Chain Compromise,PaaS,High,102,5.5,62
2024,Supply Chain Compromise,IaaS,Medium,46,8.2,53
2019,Misconfiguration,SaaS,Low,14,5.8,10
2022,Insider Threat,IaaS,Medium,36,5.4,41
2022,DDoS Attack,PaaS,Medium,70,8.8,53
2022,Phishing,PaaS,Medium,45,4.2,21
2021,DDoS Attack,PaaS,Medium,76,5.2,45
2023,Phishing,IaaS,Medium,1,6.1,1
2020,Malware Injection,SaaS,Low,6,7.5,5
2022,Zero-Day Vulnerability,IaaS,Medium,46,5.2,55
2022,Container Escape,PaaS,Low,33,6.1,40
2021,Data Breach,PaaS,Low,18,6.7,7
2023,Container Escape,PaaS,High,88,5.1,65
2023,Data Breach,PaaS,High,41,2.3,51
2024,API Abuse,IaaS,Medium,57,4.9,48
2021,API Abuse,IaaS,Medium,36,5.4,35
2021,Phishing,SaaS,Medium,35,8.5,45
2019,Supply Chain Compromise,PaaS,Medium,11,5.1,7
2019,Zero-Day Vulnerability,SaaS,High,51,1.1,39
2020,Container Escape,SaaS,Medium,46,5.8,35
2019,DDoS Attack,SaaS,Low,10,5.6,9
2022,Container Escape,SaaS,Medium,47,5.4,27
2020,Phishing,SaaS,Low,1,8.0,1
2022,API Abuse,SaaS,Low,32,8.3,19
2020,Insider Threat,SaaS,Medium,36,8.5,44
2021,Container Escape,SaaS,Low,37,7.0,33
2020,Container Escape,IaaS,High,69,2.4,82
2024,API Abuse,SaaS,Medium,60,7.5,76
2021,Misconfiguration,SaaS,Medium,25,5.1,10
2024,Zero-Day Vulnerability,PaaS,High,88,4.0,88
2019,Zero-Day Vulnerability,IaaS,Low,57,6.9,66
2021,Container Escape,IaaS,Medium,83,8.8,97
2022,Phishing,SaaS,Low,38,9.5,41
2020,Malware Injection,PaaS,Low,37,6.4,45
2021,Container Escape,PaaS,Medium,26,5.2,15
2024,Insider Threat,SaaS,High,66,6.3,59
2019,Insider Threat,IaaS,High,50,8.5,39
2024,DDoS Attack,PaaS,Medium,46,1.8,22
2023,API Abuse,PaaS,Low,31,6.9,15
2024,Misconfiguration,PaaS,Medium,38,7.2,49
2022,DDoS Attack,IaaS,Low,46,8.5,54
2024,Malware Injection,PaaS,Low,8,5.1,8
2022,Phishing,IaaS,Medium,38,3.8,39
2022,API Abuse,IaaS,Low,29,4.3,23
2024,Supply Chain Compromise,IaaS,High,109,4.4,137
2022,Insider Threat,SaaS,Low,20,9.1,15
2023,Container Escape,SaaS,Medium,46,3.8,35
2022,Data Breach,IaaS,Medium,53,4.7,39
2024,Insider Threat,IaaS,Low,20,8.6,10
2022,Supply Chain Compromise,PaaS,High,49,6.8,49
2024,Container Escape,IaaS,Low,31,8.2,22
2024,Phishing,PaaS,Low,55,7.4,46
2023,Misconfiguration,IaaS,Low,22,7.7,19
2020,DDoS Attack,IaaS,Low,36,9.1,24
2020,API Abuse,PaaS,Low,1,7.0,1
2020,DDoS Attack,SaaS,Low,11,6.3,12
